year,jurisdiction,code,occupation,group,experience,deployment,displacement,reinstatement,netChange,employmentIndex,yoyChange,hiringChange
2027,Singapore,SG,IT support & operations,Technology,Lead / Executive,0.49636,0.00939,0.01001,0.00062,100.06153,0.00147,0.02096
2028,Singapore,SG,IT support & operations,Technology,Lead / Executive,0.69263,0.01311,0.01861,0.00551,100.55056,0.00489,0.06986
2029,Singapore,SG,IT support & operations,Technology,Lead / Executive,0.82532,0.01562,0.02861,0.013,101.2997,0.00745,0.10702
2030,Singapore,SG,IT support & operations,Technology,Lead / Executive,0.89503,0.01694,0.03661,0.01968,101.96778,0.0066,0.09544
2026,United Kingdom,UK,IT support & operations,Technology,Lead / Executive,0.22387,0.00372,0.00353,-0.0002,99.98048,0.00007,0.00104
2027,United Kingdom,UK,IT support & operations,Technology,Lead / Executive,0.38281,0.00637,0.00708,0.00071,100.07095,0.0009,0.01292
2028,United Kingdom,UK,IT support & operations,Technology,Lead / Executive,0.56215,0.00935,0.01291,0.00356,100.35604,0.00285,0.04073
2029,United Kingdom,UK,IT support & operations,Technology,Lead / Executive,0.71203,0.01184,0.02051,0.00866,100.86627,0.00508,0.07289
2030,United Kingdom,UK,IT support & operations,Technology,Lead / Executive,0.80894,0.01346,0.02788,0.01442,101.44189,0.00571,0.08223
2026,Canada,CA,IT support & operations,Technology,Lead / Executive,0.20074,0.00357,0.00313,-0.00044,99.95572,-0.00008,-0.00116
2027,Canada,CA,IT support & operations,Technology,Lead / Executive,0.34658,0.00616,0.00622,0.00006,100.00569,0.0005,0.00714
2028,Canada,CA,IT support & operations,Technology,Lead / Executive,0.51964,0.00924,0.01138,0.00214,100.21404,0.00208,0.02976
2029,Canada,CA,IT support & operations,Technology,Lead / Executive,0.67388,0.01198,0.01837,0.00638,100.63828,0.00423,0.06061
2030,Canada,CA,IT support & operations,Technology,Lead / Executive,0.78002,0.01387,0.02556,0.01169,101.16861,0.00527,0.07576
2026,United Arab Emirates,AE,IT support & operations,Technology,Lead / Executive,0.17156,0.00291,0.00256,-0.00035,99.96477,-0.00008,-0.00115
2027,United Arab Emirates,AE,IT support & operations,Technology,Lead / Executive,0.31516,0.00535,0.00549,0.00015,100.01462,0.0005,0.00712
2028,United Arab Emirates,AE,IT support & operations,Technology,Lead / Executive,0.49072,0.00832,0.01078,0.00245,100.24517,0.00231,0.03294
2029,United Arab Emirates,AE,IT support & operations,Technology,Lead / Executive,0.64406,0.01093,0.0183,0.00738,100.7375,0.00491,0.07033
2030,United Arab Emirates,AE,IT support & operations,Technology,Lead / Executive,0.74334,0.01261,0.02609,0.01348,101.34763,0.00606,0.08716
2026,Australia,AU,IT support & operations,Technology,Lead / Executive,0.18674,0.00304,0.00279,-0.00025,99.97456,-0.00001,-0.0002
2027,Australia,AU,IT support & operations,Technology,Lead / Executive,0.32645,0.00532,0.00558,0.00026,100.02621,0.00052,0.00738
2028,Australia,AU,IT support & operations,Technology,Lead / Executive,0.49683,0.0081,0.01032,0.00222,100.22231,0.00196,0.02802
2029,Australia,AU,IT support & operations,Technology,Lead / Executive,0.65308,0.01065,0.0169,0.00625,100.62484,0.00402,0.0575
2030,Australia,AU,IT support & operations,Technology,Lead / Executive,0.7631,0.01244,0.02386,0.01142,101.14187,0.00514,0.07386
2026,Germany,DE,IT support & operations,Technology,Lead / Executive,0.18062,0.00236,0.00261,0.00025,100.02522,0.00021,0.00298
2027,Germany,DE,IT support & operations,Technology,Lead / Executive,0.30566,0.00399,0.00495,0.00096,100.09567,0.0007,0.01006
2028,Germany,DE,IT support & operations,Technology,Lead / Executive,0.46101,0.00602,0.00877,0.00275,100.27498,0.00179,0.02562
2029,Germany,DE,IT support & operations,Technology,Lead / Executive,0.61255,0.00799,0.01405,0.00605,100.60548,0.0033,0.04721
2030,Germany,DE,IT support & operations,Technology,Lead / Executive,0.72923,0.00952,0.01988,0.01036,101.03633,0.00428,0.06155
2026,Japan,JP,IT support & operations,Technology,Lead / Executive,0.16856,0.00204,0.00213,0.00009,100.00893,0.00011,0.00161
2027,Japan,JP,IT support & operations,Technology,Lead / Executive,0.28811,0.00349,0.00406,0.00057,100.05694,0.00048,0.00686
2028,Japan,JP,IT support & operations,Technology,Lead / Executive,0.44,0.00533,0.00725,0.00192,100.19241,0.00135,0.01935
2029,Japan,JP,IT support & operations,Technology,Lead / Executive,0.59189,0.00717,0.01175,0.00459,100.45888,0.00266,0.03807
2030,Japan,JP,IT support & operations,Technology,Lead / Executive,0.71144,0.00861,0.01685,0.00824,100.82352,0.00363,0.05209
2026,India,IN,IT support & operations,Technology,Lead / Executive,0.12095,0.00236,0.00188,-0.00048,99.95188,-0.00018,-0.00263
2027,India,IN,IT support & operations,Technology,Lead / Executive,0.22322,0.00435,0.00391,-0.00045,99.95511,0.00003,0.00046
2028,India,IN,IT support & operations,Technology,Lead / Executive,0.36,0.00702,0.00758,0.00056,100.05612,0.00101,0.01443
2029,India,IN,IT support & operations,Technology,Lead / Executive,0.49678,0.00969,0.01315,0.00346,100.34574,0.00289,0.04137
2030,India,IN,IT support & operations,Technology,Lead / Executive,0.59905,0.01169,0.01962,0.00793,100.79291,0.00446,0.06388
2026,France,FR,IT support & operations,Technology,Lead / Executive,0.16451,0.00221,0.00227,0.00006,100.00571,0.0001,0.00142
2027,France,FR,IT support & operations,Technology,Lead / Executive,0.2785,0.00375,0.00425,0.0005,100.05044,0.00045,0.00639
2028,France,FR,IT support & operations,Technology,Lead / Executive,0.42461,0.00572,0.00751,0.00179,100.1789,0.00128,0.01835
2029,France,FR,IT support & operations,Technology,Lead / Executive,0.57419,0.00773,0.0121,0.00437,100.4367,0.00257,0.03683
2030,France,FR,IT support & operations,Technology,Lead / Executive,0.69594,0.00937,0.01738,0.00801,100.80069,0.00362,0.052
2026,Brazil,BR,IT support & operations,Technology,Lead / Executive,0.09137,0.00158,0.00128,-0.0003,99.97005,-0.00011,-0.00163
2027,Brazil,BR,IT support & operations,Technology,Lead / Executive,0.16352,0.00283,0.00246,-0.00037,99.96335,-0.00007,-0.00096
2028,Brazil,BR,IT support & operations,Technology,Lead / Executive,0.26903,0.00465,0.00454,-0.00011,99.98886,0.00026,0.00364
2029,Brazil,BR,IT support & operations,Technology,Lead / Executive,0.39586,0.00685,0.00782,0.00098,100.09775,0.00109,0.01556
2030,Brazil,BR,IT support & operations,Technology,Lead / Executive,0.51686,0.00894,0.0122,0.00327,100.32652,0.00229,0.03268
2026,Nigeria,NG,IT support & operations,Technology,Lead / Executive,0.0536,0.00114,0.00074,-0.0004,99.95977,-0.00017,-0.00247
2027,Nigeria,NG,IT support & operations,Technology,Lead / Executive,0.09502,0.00203,0.00138,-0.00065,99.93483,-0.00025,-0.00356
2028,Nigeria,NG,IT support & operations,Technology,Lead / Executive,0.1593,0.0034,0.00249,-0.00091,99.90883,-0.00026,-0.00371
2029,Nigeria,NG,IT support & operations,Technology,Lead / Executive,0.24627,0.00526,0.0043,-0.00095,99.90468,-0.00004,-0.00059
2030,Nigeria,NG,IT support & operations,Technology,Lead / Executive,0.34443,0.00735,0.00695,-0.0004,99.9597,0.00055,0.00786
2026,United States,US,Financial analysis,Finance,Entry,0.31272,0.09907,0.00455,-0.09452,90.54836,-0.04651,-0.1262
2027,United States,US,Financial analysis,Finance,Entry,0.50443,0.1598,0.00913,-0.15067,84.93329,-0.06201,-0.16043
2028,United States,US,Financial analysis,Finance,Entry,0.68352,0.21654,0.01603,-0.20051,79.94901,-0.05868,-0.14241
2029,United States,US,Financial analysis,Finance,Entry,0.80581,0.25527,0.02366,-0.23162,76.8384,-0.03891,-0.08887
2030,United States,US,Financial analysis,Finance,Entry,0.87252,0.27641,0.0297,-0.24671,75.32947,-0.01964,-0.04311
2026,Singapore,SG,Financial analysis,Finance,Entry,0.2925,0.09593,0.00371,-0.09223,90.77743,-0.04834,-0.13174
2027,Singapore,SG,Financial analysis,Finance,Entry,0.49636,0.1628,0.00793,-0.15487,84.51267,-0.06901,-0.17899
2028,Singapore,SG,Financial analysis,Finance,Entry,0.69263,0.22717,0.01474,-0.21243,78.7566,-0.06811,-0.16446
2029,Singapore,SG,Financial analysis,Finance,Entry,0.82532,0.27069,0.02266,-0.24803,75.19685,-0.0452,-0.10171
2030,Singapore,SG,Financial analysis,Finance,Entry,0.89503,0.29355,0.029,-0.26456,73.54404,-0.02198,-0.04722
2026,United Kingdom,UK,Financial analysis,Finance,Entry,0.22387,0.06455,0.00279,-0.06176,93.82443,-0.03051,-0.08436
2027,United Kingdom,UK,Financial analysis,Finance,Entry,0.38281,0.11038,0.0056,-0.10478,89.52248,-0.04585,-0.12291
2028,United Kingdom,UK,Financial analysis,Finance,Entry,0.56215,0.16209,0.01022,-0.15186,84.81357,-0.0526,-0.13454
2029,United Kingdom,UK,Financial analysis,Finance,Entry,0.71203,0.20531,0.01624,-0.18906,81.0935,-0.04386,-0.10629
2030,United Kingdom,UK,Financial analysis,Finance,Entry,0.80894,0.23325,0.02208,-0.21117,78.88273,-0.02726,-0.06316
2026,Canada,CA,Financial analysis,Finance,Entry,0.20074,0.06188,0.00248,-0.0594,94.05966,-0.02924,-0.08094
2027,Canada,CA,Financial analysis,Finance,Entry,0.34658,0.10684,0.00493,-0.10191,89.80906,-0.04519,-0.12145
2028,Canada,CA,Financial analysis,Finance,Entry,0.51964,0.16018,0.00901,-0.15117,84.88324,-0.05485,-0.14074
2029,Canada,CA,Financial analysis,Finance,Entry,0.67388,0.20773,0.01455,-0.19318,80.6817,-0.0495,-0.12004
2030,Canada,CA,Financial analysis,Finance,Entry,0.78002,0.24045,0.02024,-0.22021,77.97938,-0.03349,-0.07721
2026,United Arab Emirates,AE,Financial analysis,Finance,Entry,0.17156,0.05044,0.00203,-0.04842,95.15816,-0.0255,-0.07115
2027,United Arab Emirates,AE,Financial analysis,Finance,Entry,0.31516,0.09267,0.00435,-0.08832,91.16826,-0.04193,-0.114
2028,United Arab Emirates,AE,Financial analysis,Finance,Entry,0.49072,0.14429,0.00853,-0.13575,86.42478,-0.05203,-0.13553
2029,United Arab Emirates,AE,Financial analysis,Finance,Entry,0.64406,0.18937,0.01449,-0.17488,82.51195,-0.04527,-0.1118
2030,United Arab Emirates,AE,Financial analysis,Finance,Entry,0.74334,0.21856,0.02066,-0.19791,80.20933,-0.02791,-0.06579
2026,Australia,AU,Financial analysis,Finance,Entry,0.18674,0.05277,0.00221,-0.05056,94.94417,-0.02498,-0.0695
2027,Australia,AU,Financial analysis,Finance,Entry,0.32645,0.09224,0.00442,-0.08782,91.21778,-0.03925,-0.10647
2028,Australia,AU,Financial analysis,Finance,Entry,0.49683,0.14039,0.00817,-0.13221,86.77851,-0.04867,-0.12684
2029,Australia,AU,Financial analysis,Finance,Entry,0.65308,0.18454,0.01338,-0.17116,82.88368,-0.04488,-0.11128
2030,Australia,AU,Financial analysis,Finance,Entry,0.7631,0.21563,0.01889,-0.19674,80.3264,-0.03085,-0.07307
2026,Germany,DE,Financial analysis,Finance,Entry,0.18062,0.04085,0.00207,-0.03879,96.12114,-0.01802,-0.0504
2027,Germany,DE,Financial analysis,Finance,Entry,0.30566,0.06914,0.00392,-0.06522,93.47777,-0.0275,-0.07552
2028,Germany,DE,Financial analysis,Finance,Entry,0.46101,0.10428,0.00694,-0.09734,90.26637,-0.03435,-0.09175
2029,Germany,DE,Financial analysis,Finance,Entry,0.61255,0.13856,0.01113,-0.12743,87.25699,-0.03334,-0.08598
2030,Germany,DE,Financial analysis,Finance,Entry,0.72923,0.16495,0.01574,-0.1492,85.07963,-0.02495,-0.06221
2026,Japan,JP,Financial analysis,Finance,Entry,0.16856,0.03537,0.00169,-0.03369,96.63143,-0.01573,-0.04413
2027,Japan,JP,Financial analysis,Finance,Entry,0.28811,0.06046,0.00321,-0.05725,94.27538,-0.02438,-0.06732
2028,Japan,JP,Financial analysis,Finance,Entry,0.44,0.09233,0.00574,-0.08659,91.34078,-0.03113,-0.08385
2029,Japan,JP,Financial analysis,Finance,Entry,0.59189,0.12421,0.00931,-0.1149,88.50991,-0.03099,-0.08088
2030,Japan,JP,Financial analysis,Finance,Entry,0.71144,0.1493,0.01334,-0.13595,86.40461,-0.02379,-0.06015
2026,India,IN,Financial analysis,Finance,Entry,0.12095,0.0409,0.00149,-0.03941,96.05912,-0.02025,-0.05671
2027,India,IN,Financial analysis,Finance,Entry,0.22322,0.07548,0.00309,-0.07238,92.76153,-0.03433,-0.09422
2028,India,IN,Financial analysis,Finance,Entry,0.36,0.12173,0.00601,-0.11572,88.4278,-0.04672,-0.12382
2029,India,IN,Financial analysis,Finance,Entry,0.49678,0.16798,0.01041,-0.15757,84.24342,-0.04732,-0.11955
2030,India,IN,Financial analysis,Finance,Entry,0.59905,0.20256,0.01553,-0.18703,81.29739,-0.03497,-0.08417
2026,France,FR,Financial analysis,Finance,Entry,0.16451,0.03839,0.0018,-0.03659,96.34071,-0.01681,-0.04707
2027,France,FR,Financial analysis,Finance,Entry,0.2785,0.06499,0.00337,-0.06163,93.8374,-0.02598,-0.07152
2028,France,FR,Financial analysis,Finance,Entry,0.42461,0.09909,0.00594,-0.09315,90.68522,-0.03359,-0.09006
2029,France,FR,Financial analysis,Finance,Entry,0.57419,0.134,0.00958,-0.12442,87.55796,-0.03448,-0.08935
2030,France,FR,Financial analysis,Finance,Entry,0.69594,0.16241,0.01376,-0.14865,85.13472,-0.02768,-0.06924
2026,Brazil,BR,Financial analysis,Finance,Entry,0.09137,0.02739,0.00101,-0.02637,97.36257,-0.01256,-0.03539
2027,Brazil,BR,Financial analysis,Finance,Entry,0.16352,0.04902,0.00195,-0.04707,95.29312,-0.02126,-0.05913
2028,Brazil,BR,Financial analysis,Finance,Entry,0.26903,0.08064,0.0036,-0.07705,92.29514,-0.03146,-0.08566
2029,Brazil,BR,Financial analysis,Finance,Entry,0.39586,0.11867,0.0062,-0.11247,88.75305,-0.03838,-0.1012
2030,Brazil,BR,Financial analysis,Finance,Entry,0.51686,0.15494,0.00966,-0.14527,85.47257,-0.03696,-0.09373
2026,Nigeria,NG,Financial analysis,Finance,Entry,0.0536,0.01983,0.00059,-0.01924,98.07613,-0.00884,-0.02499
2027,Nigeria,NG,Financial analysis,Finance,Entry,0.09502,0.03515,0.00109,-0.03406,96.594,-0.01511,-0.04235
2028,Nigeria,NG,Financial analysis,Finance,Entry,0.1593,0.05893,0.00197,-0.05696,94.30435,-0.0237,-0.06542
2029,Nigeria,NG,Financial analysis,Finance,Entry,0.24627,0.0911,0.00341,-0.08769,91.2311,-0.03259,-0.08781
2030,Nigeria,NG,Financial analysis,Finance,Entry,0.34443,0.12741,0.0055,-0.1219,87.80953,-0.0375,-0.09776
2026,United States,US,Financial analysis,Finance,Junior,0.31272,0.05239,0.00685,-0.04555,95.44537,-0.02149,-0.08735
2027,United States,US,Financial analysis,Finance,Junior,0.50443,0.08451,0.01373,-0.07077,92.92251,-0.02643,-0.10512
2028,United States,US,Financial analysis,Finance,Junior,0.68352,0.11451,0.0241,-0.09041,90.95869,-0.02113,-0.08183
2029,United States,US,Financial analysis,Finance,Junior,0.80581,0.135,0.03558,-0.09942,90.0578,-0.0099,-0.03754
2030,United States,US,Financial analysis,Finance,Junior,0.87252,0.14618,0.04467,-0.10151,89.84933,-0.00231,-0.00869
2026,Singapore,SG,Financial analysis,Finance,Junior,0.2925,0.05073,0.00558,-0.04516,95.48428,-0.02286,-0.09306
2027,Singapore,SG,Financial analysis,Finance,Junior,0.49636,0.0861,0.01192,-0.07418,92.58234,-0.03039,-0.12091
2028,Singapore,SG,Financial analysis,Finance,Junior,0.69263,0.12014,0.02217,-0.09797,90.20265,-0.0257,-0.09915
2029,Singapore,SG,Financial analysis,Finance,Junior,0.82532,0.14315,0.03408,-0.10908,89.09242,-0.01231,-0.04626
2030,Singapore,SG,Financial analysis,Finance,Junior,0.89503,0.15525,0.04361,-0.11164,88.83606,-0.00288,-0.01068
2026,United Kingdom,UK,Financial analysis,Finance,Junior,0.22387,0.03414,0.0042,-0.02993,97.00656,-0.01441,-0.05908
2027,United Kingdom,UK,Financial analysis,Finance,Junior,0.38281,0.05837,0.00843,-0.04994,95.00551,-0.02063,-0.08338
2028,United Kingdom,UK,Financial analysis,Finance,Junior,0.56215,0.08572,0.01538,-0.07034,92.96571,-0.02147,-0.08499
2029,United Kingdom,UK,Financial analysis,Finance,Junior,0.71203,0.10857,0.02442,-0.08415,91.58488,-0.01485,-0.05753
2030,United Kingdom,UK,Financial analysis,Finance,Junior,0.80894,0.12335,0.0332,-0.09015,90.98468,-0.00655,-0.02501
2026,Canada,CA,Financial analysis,Finance,Junior,0.20074,0.03272,0.00372,-0.029,97.09994,-0.01394,-0.05719
2027,Canada,CA,Financial analysis,Finance,Junior,0.34658,0.0565,0.00741,-0.04909,95.09089,-0.02069,-0.08371
2028,Canada,CA,Financial analysis,Finance,Junior,0.51964,0.08471,0.01356,-0.07116,92.88441,-0.0232,-0.09194
2029,Canada,CA,Financial analysis,Finance,Junior,0.67388,0.10986,0.02187,-0.08798,91.20185,-0.01811,-0.07011
2030,Canada,CA,Financial analysis,Finance,Junior,0.78002,0.12716,0.03044,-0.09672,90.32799,-0.00958,-0.03641
2026,United Arab Emirates,AE,Financial analysis,Finance,Junior,0.17156,0.02668,0.00305,-0.02363,97.63693,-0.01221,-0.0503
2027,United Arab Emirates,AE,Financial analysis,Finance,Junior,0.31516,0.04901,0.00654,-0.04247,95.75347,-0.01929,-0.07848
2028,United Arab Emirates,AE,Financial analysis,Finance,Junior,0.49072,0.07631,0.01283,-0.06347,93.65288,-0.02194,-0.08752
2029,United Arab Emirates,AE,Financial analysis,Finance,Junior,0.64406,0.10015,0.0218,-0.07835,92.16461,-0.01589,-0.06201
2030,United Arab Emirates,AE,Financial analysis,Finance,Junior,0.74334,0.11559,0.03107,-0.08452,91.54804,-0.00669,-0.02569
2026,Australia,AU,Financial analysis,Finance,Junior,0.18674,0.02791,0.00332,-0.02458,97.54167,-0.01189,-0.04892
2027,Australia,AU,Financial analysis,Finance,Junior,0.32645,0.04878,0.00665,-0.04213,95.78672,-0.01799,-0.07312
2028,Australia,AU,Financial analysis,Finance,Junior,0.49683,0.07424,0.01229,-0.06195,93.80494,-0.02069,-0.08257
2029,Australia,AU,Financial analysis,Finance,Junior,0.65308,0.09759,0.02012,-0.07747,92.25269,-0.01655,-0.06468
2030,Australia,AU,Financial analysis,Finance,Junior,0.7631,0.11404,0.02842,-0.08562,91.438,-0.00883,-0.03395
2026,Germany,DE,Financial analysis,Finance,Junior,0.18062,0.02161,0.00311,-0.0185,98.15015,-0.00842,-0.03473
2027,Germany,DE,Financial analysis,Finance,Junior,0.30566,0.03656,0.00589,-0.03067,96.93262,-0.0124,-0.05073
2028,Germany,DE,Financial analysis,Finance,Junior,0.46101,0.05515,0.01044,-0.04471,95.52928,-0.01448,-0.05847
2029,Germany,DE,Financial analysis,Finance,Junior,0.61255,0.07327,0.01673,-0.05654,94.34567,-0.01239,-0.04932
2030,Germany,DE,Financial analysis,Finance,Junior,0.72923,0.08723,0.02368,-0.06356,93.64445,-0.00743,-0.02922
2026,Japan,JP,Financial analysis,Finance,Junior,0.16856,0.01871,0.00254,-0.01617,98.38302,-0.00742,-0.03065
2027,Japan,JP,Financial analysis,Finance,Junior,0.28811,0.03197,0.00483,-0.02714,97.28586,-0.01115,-0.04572
2028,Japan,JP,Financial analysis,Finance,Junior,0.44,0.04883,0.00864,-0.04019,95.98051,-0.01342,-0.05439
2029,Japan,JP,Financial analysis,Finance,Junior,0.59189,0.06569,0.014,-0.05169,94.83118,-0.01197,-0.04789
2030,Japan,JP,Financial analysis,Finance,Junior,0.71144,0.07895,0.02007,-0.05889,94.11111,-0.00759,-0.03
2026,India,IN,Financial analysis,Finance,Junior,0.12095,0.02163,0.00224,-0.01939,98.06091,-0.00982,-0.0405
2027,India,IN,Financial analysis,Finance,Junior,0.22322,0.03992,0.00465,-0.03526,96.47354,-0.01619,-0.06614
2028,India,IN,Financial analysis,Finance,Junior,0.36,0.06438,0.00903,-0.05534,94.4657,-0.02081,-0.08366
2029,India,IN,Financial analysis,Finance,Junior,0.49678,0.08883,0.01566,-0.07318,92.68248,-0.01888,-0.0743
2030,India,IN,Financial analysis,Finance,Junior,0.59905,0.10712,0.02336,-0.08376,91.62383,-0.01142,-0.04411
2026,France,FR,Financial analysis,Finance,Junior,0.16451,0.0203,0.00271,-0.0176,98.24024,-0.00794,-0.03277
2027,France,FR,Financial analysis,Finance,Junior,0.2785,0.03437,0.00507,-0.02931,97.06943,-0.01192,-0.04878
2028,France,FR,Financial analysis,Finance,Junior,0.42461,0.0524,0.00894,-0.04347,95.65349,-0.01459,-0.059
2029,France,FR,Financial analysis,Finance,Junior,0.57419,0.07087,0.01441,-0.05646,94.35423,-0.01358,-0.05414
